Company,Model,Odometer reading,fuel,transmission,owner,mileage,engine,max_power,seats,Price
Hyundai,2016,80000,Petrol,Automatic,Second,17.01,1591,121.3,5,800000
Fiat,2010,61000,Diesel,Manual,Second,20.4,1248,91.7,5,265000
Maruti,2011,36000,Petrol,Manual,Second,15.37,1196,73,5,250000
Mahindra,2006,170000,Diesel,Manual,First,13.6,2523,63,7,145000
Toyota,2017,25538,Petrol,Manual,First,16.78,1496,88.73,5,625000
Tata,2013,150000,Diesel,Manual,First,19.09,1396,69,5,200000
Maruti,2017,35000,Petrol,Manual,First,17.5,1373,91.1,7,700000
Maruti,2010,80000,Petrol,Manual,Second,19.7,796,46.3,5,140000
Tata,2007,100000,Petrol,Manual,Second,15.3,1193,65.3,5,75000
Mahindra,2013,117000,Diesel,Automatic,First,11.18,2696,184,7,800000
Tata,2018,35000,Petrol,Manual,First,20.3,1199,83.81,5,500000
Honda,2012,97000,Petrol,Manual,Second,19.4,1198,86.8,5,250000
Fiat,2014,39395,Diesel,Manual,First,21.2,1248,75,5,320000
Maruti,2017,35000,Petrol,Manual,First,24.7,796,47.3,5,270000
Maruti,2014,25000,Petrol,Manual,First,18.5,1197,85.8,5,350000
Tata,2015,155000,Diesel,Manual,Second,22.3,1248,74,5,250000
Ford,2018,35278,Diesel,Manual,First,23.8,1499,98.97,5,700000
Hyundai,2020,32000,Petrol,Manual,First,20.14,1197,81.86,5,524000
Maruti,2018,69779,Petrol,Automatic,First,22,1197,81.8,5,600000
Mahindra,2017,54000,Diesel,Manual,First,16,2179,140,7,1625000
Maruti,2018,20000,Diesel,Manual,First,28.09,1248,88.5,5,889000
Hyundai,2015,248000,Diesel,Manual,First,24.8,1396,88.7,5,525000
Maruti,2018,15000,Diesel,Manual,First,25.1,1248,88.5,5,990000
Renault,2013,120000,Diesel,Manual,First,19.01,1461,108.45,5,695000
Maruti,2016,9900,Petrol,Manual,First,23.95,998,67.05,5,350000
Maruti,2017,44600,Diesel,Manual,First,24.52,1248,88.5,7,849000
Mahindra,2017,80000,Diesel,Manual,First,15.4,2179,120,7,891000
Mahindra,2016,80000,Diesel,Manual,Second,15.96,2523,63,9,550000
Tata,2015,40000,Petrol,Manual,First,17.57,1193,88.7,5,450000
Honda,2017,18000,Petrol,Automatic,First,15.6,1497,116.3,5,875000
Honda,2019,7032,Petrol,Automatic,First,19,1199,88.76,5,779000
Mahindra,2013,173000,Diesel,Manual,First,12.05,2179,120,7,479000
Mahindra,2018,70000,Diesel,Manual,Second,18.49,1493,100,7,800000
Mahindra,2015,70000,Diesel,Manual,First,15.4,1997,120,7,800000
Tata,2013,60000,Diesel,Manual,Second,25,1396,69.01,5,227999
Tata,2012,40000,Petrol,Manual,Second,25.4,624,38,4,60000
Hyundai,2017,27000,Diesel,Manual,First,22.54,1396,88.73,5,750000
Hyundai,2015,50000,Petrol,Manual,First,17.19,1197,81.86,5,525000
Maruti,2018,50000,Diesel,Manual,First,24.3,1248,88.5,5,770000
Toyota,2016,68089,Petrol,Automatic,First,19.16,2494,157.7,5,2000000
Maruti,2017,57247,Petrol,Automatic,First,20.89,1197,81.8,5,490000
Maruti,2017,70000,Diesel,Manual,First,24.52,1248,88.5,7,800000
Jeep,2017,87500,Diesel,Manual,First,17.1,1956,170,5,1550000
Volkswagen,2016,60000,Petrol,Manual,First,17,1198,73.75,5,400000
Hyundai,2018,30000,Diesel,Manual,First,24,1186,73.97,5,540000
Hyundai,2012,40000,Petrol,Manual,Second,17.92,1086,62.1,5,300000
Honda,2018,7800,Petrol,Manual,First,17.5,1199,88.7,5,850000
Renault,2018,18000,Diesel,Manual,First,19.6,1461,108.45,5,1050000
Maruti,2016,50000,Petrol,Manual,First,23.95,998,67.05,5,320000
Toyota,2011,250000,Diesel,Manual,Second,12.8,2494,102,7,550000
Maruti,2011,72000,Diesel,Manual,First,22.9,1248,74,5,400000
Hyundai,2008,110000,Diesel,Manual,Second,18.1,1493,110,5,250000
Maruti,2010,60000,Petrol,Manual,First,18.9,1061,67,5,250000
Maruti,2017,13500,Petrol,Manual,First,15.37,1196,73,5,409999
Tata,2017,140000,Diesel,Manual,First,14.07,2956,69.01,7,400000
Chevrolet,2007,40000,Petrol,Manual,Second,18,995,62,5,72000
Hyundai,2007,100000,Petrol,Manual,Second,17.8,1086,63,5,95000
Mahindra,2014,120000,Diesel,Manual,First,15.1,2179,140,7,680000
Maruti,2002,80000,Petrol,Manual,Second,19.7,796,46.3,5,150000
Tata,2011,54000,Diesel,Manual,Second,18.4,1248,75,5,130000
Toyota,2013,79328,Diesel,Manual,Second,12.99,2494,100.6,7,750000
Maruti,2017,50000,Diesel,Manual,First,24.3,1248,88.5,5,925000
Tata,2015,110000,Diesel,Manual,First,14.1,2179,147.94,7,503000
Hyundai,2007,70000,Petrol,Manual,Third,15,1086,66.6,5,65000
Renault,2017,25000,Petrol,Manual,First,23.01,999,67,5,360000
Ford,2018,2860,Diesel,Manual,First,23.8,1499,98.97,5,795000
Ford,2017,25000,Petrol,Manual,Third,18.16,1196,86.8,5,600000
Toyota,2015,50000,Diesel,Manual,First,12.99,2494,100.6,8,1000000
Maruti,2004,40000,Petrol,Manual,First,19.7,796,46.3,5,100000
Maruti,2016,15000,Petrol,Manual,First,22.74,796,47.3,5,290000
Mahindra,2017,60000,Diesel,Manual,First,18.49,1493,100,7,750000
Fiat,2014,185000,Diesel,Manual,Third,19.5,1248,75,5,280000
Mahindra,2016,79500,Diesel,Manual,First,15.4,2179,120,7,800000
Toyota,2012,250000,Diesel,Manual,First,12.99,2494,100,7,730000
Maruti,2009,50000,Petrol,Manual,First,19,998,66.1,5,185000
Hyundai,2013,43000,Petrol,Manual,Second,18.5,1197,82.85,5,400000
Hyundai,2008,110000,Petrol,Manual,Fourth,19.81,1086,68.05,5,185000
Maruti,2017,70000,Diesel,Manual,First,28.09,1248,88.5,5,844999
Maruti,2009,141000,Petrol,Manual,Second,19.7,796,46.3,5,125000
BMW,2013,56000,Diesel,Automatic,First,11.2,2993,241,4,3750000
Hyundai,2012,150000,Diesel,Manual,Third,22.32,1582,126.32,5,450000
Ford,2016,68609,Diesel,Manual,First,22.7,1498,89.84,5,515000
Hyundai,2017,60000,Diesel,Manual,First,19.67,1582,126.2,5,1050000
Tata,2012,90000,Diesel,Manual,First,22.3,1248,74,5,200000
Maruti,2017,28050,Diesel,Manual,First,28.09,1248,88.5,5,800000
Mahindra,2015,120000,Diesel,Manual,First,15.96,2523,63,9,650000
Maruti,2016,58000,Petrol,Manual,Second,15.37,1196,73,7,370000
Maruti,2015,50000,Petrol,Manual,First,20.85,1197,83.14,5,550000
Maruti,2013,102996,Diesel,Manual,Second,23.4,1248,74,5,415000
Tata,2013,70000,Diesel,Manual,First,25,1396,69,5,310000
Mahindra,2011,130000,Diesel,Manual,Second,14,2498,112,7,150000
Hyundai,2015,70000,Diesel,Manual,Fourth,22.54,1396,88.73,5,500000
Hyundai,2013,15000,Petrol,Manual,First,0,1086,62.1,5,184000
Maruti,2017,35000,Petrol,Automatic,First,20.51,998,67,5,440000
Chevrolet,2012,70000,Diesel,Manual,Second,25.44,936,57.6,5,220000
Volkswagen,2016,50000,Diesel,Manual,First,20.14,1498,88.7,5,560000
Tata,2016,90000,Petrol,Manual,First,23.84,1199,84,5,300000
Hyundai,2017,20000,Petrol,Manual,First,17,1591,121.3,5,950000
Renault,2016,11500,Petrol,Manual,First,25.17,799,53.3,5,310000
Maruti,2019,5621,Petrol,Automatic,First,22,1197,81.8,5,650000
Mahindra,2003,98000,Diesel,Manual,First,10.5,2179,120,8,300000
Hyundai,2005,120000,Petrol,Manual,Fourth,15.3,1341,83,5,95000
Mahindra,2015,70000,Diesel,Manual,First,15.4,2179,120,7,715000
Hyundai,2010,94000,Petrol,Manual,Second,20.36,1197,78.9,5,210000
Maruti,2013,43978,Diesel,Manual,Second,28.4,1248,74,5,450000
Maruti,2015,30000,Petrol,Manual,First,23.95,998,67.05,5,320000
Hyundai,2015,60000,Petrol,Manual,Second,21.1,814,55.2,5,280000
Maruti,2017,40000,Diesel,Manual,First,24.3,1248,88.5,5,869999
Hyundai,2015,50000,Petrol,Manual,First,17.19,1197,81.86,5,650000
Skoda,2016,11000,Petrol,Automatic,First,14.3,1598,103.5,5,645000
Maruti,2014,53190,Diesel,Manual,First,28.4,1248,74,5,450000
Chevrolet,2016,80000,Diesel,Manual,First,18.2,1248,73.74,8,525000
Hyundai,2018,25000,Petrol,Manual,First,18.6,1197,81.83,5,570000
Hyundai,2005,50000,Petrol,Manual,Second,15.3,1341,83,5,130000
Maruti,2018,69779,Petrol,Automatic,First,22,1197,81.8,5,600000
Hyundai,2015,50000,Diesel,Manual,First,22.54,1396,88.73,5,715000
Mahindra,2012,120000,Diesel,Manual,First,15.96,2523,62.1,7,450000
Hyundai,2015,45000,Petrol,Manual,Second,19.81,1086,68.05,5,351000
Maruti,2016,100000,Diesel,Manual,Second,24.52,1248,88.5,7,770000
Maruti,2017,36000,Diesel,Manual,First,27.39,1248,74,5,670000
Mercedes,2018,7976,Diesel,Automatic,First,17.9,2143,170,5,4600000
Jeep,2019,22000,Petrol,Automatic,First,16,1368,160,5,1450000
Mahindra,2018,114000,Diesel,Manual,First,14.95,2489,93.7,7,650000
Hyundai,2008,40000,Petrol,Manual,First,0,1086,62,5,175000
Ford,2019,20000,Diesel,Manual,First,23,1498,98.96,5,950000
Mahindra,2015,90000,Diesel,Manual,First,15.1,2179,140,7,850000
Honda,2016,56494,Petrol,Manual,First,18.2,1199,88.7,5,550000
Maruti,2019,1620,Petrol,Manual,First,19.01,1462,103.2,6,1040000
Hyundai,2016,10000,Diesel,Manual,First,22.54,1396,88.73,5,650000
Hyundai,2015,34000,Petrol,Manual,Second,21.1,814,55.2,5,229999
Nissan,2011,110000,Diesel,Manual,Third,23.08,1461,63.1,5,210000
Maruti,2014,88000,Diesel,Manual,Second,25.2,1248,74,5,375000
Hyundai,2018,48000,Diesel,Manual,First,25.4,1186,73.97,5,450000
Maruti,2016,38000,Petrol,Manual,First,24.7,796,47.3,5,275000
Maruti,2017,50000,Petrol,Manual,First,20.51,998,67.04,5,400000
Maruti,2017,80000,Petrol,Manual,First,24.7,796,47.3,5,295000
Maruti,2018,5000,Diesel,Manual,First,24.3,1248,88.5,5,750000
Maruti,2013,58343,Petrol,Manual,First,21.79,998,67.05,5,225000
Maruti,2015,59292,Diesel,Manual,First,28.4,1248,74,5,495000
Mahindra,2018,60000,Diesel,Manual,First,16.5,1493,70,7,750000
Mahindra,2014,80000,Diesel,Manual,Second,16.55,2498,105,6,550000
Tata,2017,15000,Diesel,Manual,First,24.7,1047,69,5,597000
Volkswagen,2020,50000,Diesel,Manual,First,20.14,1498,88.5,5,260000
Hyundai,2015,70000,Petrol,Automatic,Second,18.9,1197,82,5,400000
Hyundai,2020,5000,Petrol,Manual,First,18.6,1197,81.86,5,720000
Ford,2016,45217,Diesel,Manual,First,25.83,1498,99,5,400000
Maruti,2008,70000,Petrol,Manual,First,19.7,796,46.3,5,95000
Hyundai,2013,40000,Petrol,Manual,First,18.5,1197,82.85,5,290000
Hyundai,2016,39000,Diesel,Manual,First,19.67,1582,126.2,5,819999
Honda,2007,90000,Petrol,Manual,Third,13.5,1799,130,5,245000
Hyundai,2010,120000,Diesel,Manual,Second,11.8,1991,150,5,500000
Mercedes,2009,80000,Petrol,Automatic,Third,10.93,3498,272,5,1000000
Maruti,2016,80000,Diesel,Manual,Second,24.52,1248,88.5,7,640000
Maruti,2010,105000,Petrol,Manual,First,19.7,796,46.3,5,132000
Hyundai,2019,10000,Petrol,Manual,First,20.3,1086,68,5,450000
Hyundai,2011,62000,Diesel,Automatic,Second,11.72,2199,194.3,7,1200000
Renault,2016,59300,Petrol,Manual,First,25.17,799,53.3,5,240000
Mahindra,2013,50000,Diesel,Manual,First,15.96,2523,62.1,7,500000
Mahindra,2007,120000,Diesel,Manual,Third,10.5,2609,120,7,229999
Skoda,2018,40000,Diesel,Automatic,First,16.25,1968,148,7,2800000
Hyundai,2010,49200,Petrol,Manual,Second,19.81,1086,68.05,5,142000
Mahindra,2017,54000,Diesel,Manual,First,16,2179,140,7,1325000
Ford,2019,30000,Diesel,Manual,First,23,1498,98.96,5,975000
Maruti,2018,38817,Diesel,Manual,First,27.39,1248,74,5,740000
Toyota,2016,30000,Diesel,Automatic,First,11.36,2755,171.5,7,1800000
Maruti,2014,45000,Petrol,Manual,First,19.1,1197,85.8,5,500000
Hyundai,2016,50000,Petrol,Manual,First,18.9,1197,82,5,500000
Maruti,2019,5621,Petrol,Automatic,First,22,1197,81.8,5,650000
Maruti,2015,120000,Petrol,Manual,Second,15.37,1196,73,5,315000
Hyundai,2011,153000,Diesel,Manual,First,22.32,1582,126.32,5,390000
Tata,2011,80000,Diesel,Manual,First,17,1405,71,5,248000
Maruti,2017,15000,Petrol,Manual,First,23.1,998,67.04,5,483000
Maruti,2003,90000,Petrol,Manual,Fourth,16.1,796,37,4,65000
Volvo,2018,2000,Diesel,Automatic,First,16.8,1984,150,5,2475000
Honda,2007,70000,Petrol,Manual,First,17.7,1497,78,5,220000
Nissan,2016,35000,Petrol,Manual,First,19.49,1198,67.04,5,370000
Hyundai,2013,50000,Petrol,Automatic,First,16.95,1197,78.9,5,290000
Maruti,2018,10000,Petrol,Manual,First,24.7,796,47.3,5,310000
Maruti,2006,150000,Petrol,Manual,Second,19.7,796,46.3,5,85000
Chevrolet,2012,82000,Diesel,Manual,Third,17.3,1998,163.7,5,495000
Hyundai,2017,25000,Diesel,Manual,First,19.67,1582,126.2,5,1200000
Maruti,2018,10000,Petrol,Manual,First,21.4,1197,83.1,5,550000
Mahindra,2016,54000,Diesel,Automatic,First,16,1997,140,7,975000
Maruti,2006,42500,Petrol,Manual,First,19.7,796,46.3,5,100000
Mahindra,2016,50000,Diesel,Manual,First,25.32,1198,77,6,400000
Maruti,2018,50000,Diesel,Manual,First,24.3,1248,88.5,5,875000
Maruti,2016,15000,Petrol,Manual,First,22.74,796,47.3,5,310000
Tata,2018,8000,Diesel,Automatic,First,21.5,1497,108.5,5,1025000
Hyundai,2013,68697,Petrol,Manual,Third,21.1,814,55.2,5,200000
Toyota,2016,100600,Diesel,Manual,Second,13.68,2393,147.8,8,1500000
Maruti,2013,139000,Diesel,Manual,First,20.77,1248,88.76,7,620000
Tata,2017,20000,Petrol,Manual,First,23.84,1199,84,5,520000
Maruti,2018,10000,Petrol,Manual,First,16.8,796,34.2,8,220000
Mahindra,2012,130000,Diesel,Manual,First,15.1,2179,140,7,550000
BMW,2019,7500,Diesel,Automatic,First,16.78,1995,190,5,5400000
Maruti,2013,67000,Diesel,Manual,Second,28.4,1248,74,5,450000
Maruti,2016,147000,Diesel,Manual,Second,26.59,1248,74,5,600000
Maruti,2015,29000,Petrol,Manual,First,23.1,998,67.04,5,350000
Hyundai,2012,28000,Petrol,Manual,First,19.81,1086,68.05,5,290000
Maruti,2016,32000,Diesel,Manual,First,25.1,1248,88.5,5,690000
Tata,2015,25000,Petrol,Manual,First,25.4,624,37.5,4,165000
Tata,2015,110000,Diesel,Manual,Second,19.1,1405,70,5,240000
Mahindra,2017,90000,Diesel,Manual,First,16.5,1493,70,7,680000
Honda,2005,120000,Petrol,Manual,First,13,1493,100,5,75000
Toyota,2013,110000,Diesel,Manual,Second,12.99,2494,100.6,8,800000
Maruti,2011,110000,Petrol,Manual,First,18.9,998,67.1,5,196000
Volvo,2019,20000,Diesel,Automatic,First,18,1969,190,5,3800000
Chevrolet,2011,49563,Petrol,Manual,First,16.2,995,62.1,5,160000
Hyundai,2017,50000,Diesel,Manual,First,25.4,1186,73.97,5,625000
Nissan,2012,90000,Diesel,Manual,First,21.64,1461,84.8,5,300000
Tata,2008,205000,Diesel,Manual,Second,19.09,1396,69,5,99000
Maruti,2007,70000,Petrol,Manual,Third,15.9,1298,85,5,55000
Honda,2014,120000,Diesel,Manual,First,24.2,1498,98.6,7,490000
Hyundai,2012,120000,Petrol,Manual,Second,21.1,814,55.2,5,180000
Volvo,2019,20000,Diesel,Automatic,First,18,1969,190,5,3800000
Mahindra,2016,136511,Diesel,Manual,First,15.96,2523,62.1,7,570000
Maruti,2012,80000,Diesel,Manual,Second,19.3,1248,73.9,5,495000
Toyota,2012,120000,Diesel,Manual,First,12.8,2494,102,8,750000
Maruti,2018,69779,Petrol,Automatic,First,22,1197,81.8,5,600000
Tata,2010,100000,Diesel,Manual,First,11.57,2179,138.1,7,300000
Jaguar,2017,45000,Diesel,Automatic,First,19.33,1999,177,5,3200000
Mercedes,2013,59000,Diesel,Automatic,First,14.84,2143,170,5,1425000
Hyundai,2012,38000,Petrol,Manual,First,21.1,814,55.2,5,244000
Volkswagen,2017,20000,Petrol,Manual,First,17,1198,73.75,5,550000
Maruti,2015,15000,Petrol,Manual,First,22.74,796,47.3,5,241000
Tata,2011,80000,Diesel,Manual,First,17,1405,71,5,200000
Hyundai,2014,35000,Petrol,Manual,First,21.1,814,55.2,5,225000
Tata,2015,70000,Diesel,Manual,First,19.1,1405,70,5,285000
Hyundai,2015,100000,Petrol,Manual,First,18.6,1197,81.83,5,600000
Fiat,2015,96500,Diesel,Manual,First,20.5,1248,91.72,5,500000
Maruti,2017,15000,Petrol,Manual,First,21.4,1197,83.1,5,625000
Maruti,2015,18500,Petrol,Manual,First,20.51,998,67.04,5,409999
Skoda,2018,50000,Petrol,Automatic,First,14.67,1798,177.46,5,1864999
Chevrolet,2015,50000,Petrol,Manual,First,18.2,1199,82.4,5,200000
Maruti,2012,90000,Petrol,Manual,Second,17.5,1298,85.8,5,355000
Hyundai,2011,120000,Diesel,Manual,Third,23,1396,90,5,250000
Tata,2006,110000,Diesel,Manual,Fourth,17.88,1396,52.8,5,67500
Hyundai,2017,20000,Petrol,Manual,First,18.9,1197,81.86,5,450000
Mahindra,2008,110000,Diesel,Manual,First,12.7,2609,116.6,8,400000
Hyundai,2017,45500,Diesel,Manual,Second,23.9,1582,126.2,5,800000
Hyundai,2018,50000,Diesel,Manual,First,24,1186,73.97,5,650000
Tata,2015,110000,Diesel,Manual,First,14.1,2179,147.94,7,503000
BMW,2019,7500,Diesel,Automatic,First,16.78,1995,190,5,5400000
Maruti,2020,16000,CNG,Manual,First,33,796,47.3,5,370000
Toyota,2013,79328,Diesel,Manual,Second,12.99,2494,100.6,7,750000
Maruti,2009,54000,Petrol,Manual,First,19.7,796,46.3,5,155000
Tata,2017,25000,Petrol,Manual,First,23.84,1199,84,5,430000
Mahindra,2018,35000,Diesel,Manual,First,16.55,2498,105,6,900000
Maruti,2015,135000,Diesel,Manual,First,26.59,1248,74,5,600000
Volvo,2019,20000,Diesel,Automatic,First,18,1969,190,5,3800000
Hyundai,2012,120000,Diesel,Manual,First,22.54,1396,88.73,5,525000
Fiat,2012,70000,Diesel,Manual,Second,20.3,1248,92,5,285000
Hyundai,2013,53000,Diesel,Manual,Second,21.9,1396,88.76,5,390000
Maruti,2019,5621,Petrol,Automatic,First,22,1197,81.8,5,650000
Maruti,2011,65000,Petrol,Manual,Second,18.9,998,67.1,5,250000
Ford,2017,33000,Diesel,Manual,First,23,1498,98.96,5,880000
Maruti,2016,70000,Diesel,Manual,Second,28.09,1248,88.5,5,715000
Toyota,2015,61000,Diesel,Manual,First,12.99,2494,100.6,7,1200000
Honda,2015,100000,Diesel,Manual,First,26,1498,98.6,5,500000
Tata,2011,50000,Diesel,Manual,First,17.2,1396,53.5,5,110000
Maruti,2014,60000,Diesel,Manual,Second,20.77,1248,88.8,7,684000
Maruti,2014,40000,Petrol,Manual,First,19.1,1197,85.8,5,475000
Hyundai,2015,15000,Petrol,Manual,First,18.9,1197,82,5,390000
Hyundai,2018,20000,Petrol,Manual,First,18.9,1197,81.86,5,570000
Ford,2009,140000,Diesel,Manual,Second,13.8,1399,68,5,140000
Maruti,2016,140000,Petrol,Manual,First,20.51,998,67.04,5,350000
Maruti,2018,70000,Diesel,Manual,First,28.4,1248,74.02,5,680000
Hyundai,2017,60000,Diesel,Manual,First,24,1186,73.97,5,550000
Hyundai,2011,116500,Diesel,Manual,First,23,1396,90,5,350000
Hyundai,2013,70000,Diesel,Manual,Third,22.32,1582,126.32,5,500000
Maruti,2008,149000,Diesel,Manual,Second,19.3,1248,73.9,5,270000
Hyundai,2017,60000,Petrol,Manual,First,18.9,1197,81.86,5,480000
Renault,2016,80000,Diesel,Manual,First,19.72,1461,108.45,5,650000
Maruti,2007,80000,Petrol,Manual,Second,18.2,1061,64,5,70000
Hyundai,2014,54043,Petrol,Automatic,First,18.9,1197,81.86,5,374000
Mahindra,2011,90000,Diesel,Manual,Third,12.05,2179,120,8,450000
Hyundai,2016,35000,Diesel,Manual,First,22.54,1396,88.73,5,780000
Honda,2018,24265,Petrol,Manual,First,18.7,1199,88.7,5,675000
BMW,2019,8500,Diesel,Automatic,First,16.78,1995,190,5,5500000
Hyundai,2014,70100,Diesel,Manual,First,22.54,1396,88.73,5,484999
Mahindra,2018,59865,Diesel,Manual,First,15.1,2179,152.87,7,1051000
Chevrolet,2015,40000,Diesel,Manual,First,25.44,936,56.3,5,200000
Maruti,2019,5621,Petrol,Automatic,First,22,1197,81.8,5,650000
Ford,2019,30000,Diesel,Manual,First,23,1498,98.96,5,975000
Maruti,2010,120000,Petrol,Manual,Third,19.7,796,46.3,5,125000
Maruti,2017,82050,Diesel,Manual,First,19.3,1248,73.9,5,650000
Maruti,2018,15000,Petrol,Manual,First,21.21,1197,81.8,5,630000
Maruti,2017,10000,Petrol,Manual,First,15.37,1196,73,5,400000
BMW,2019,7500,Diesel,Automatic,First,16.78,1995,190,5,5400000
Datsun,2020,2136,Petrol,Manual,First,22.5,999,67,5,350000
Honda,2017,69000,Diesel,Manual,First,25.6,1498,97.9,5,925000
Maruti,2011,110000,Diesel,Manual,Second,21.1,1248,73.9,5,290000
Hyundai,2007,110000,Petrol,Manual,Second,15.3,1341,83,5,120000
Maruti,2018,52000,Petrol,Manual,First,22,1197,81.8,5,610000
Chevrolet,2011,90000,Petrol,Manual,First,18.6,1199,79.4,5,120000
Hyundai,2016,100000,Petrol,Manual,First,20.3,998,68.05,5,280000
Tata,2013,167000,Diesel,Manual,First,22.3,1248,88.8,5,200000
Maruti,2017,30000,CNG,Manual,First,21.94,1196,61.7,5,380000
Maruti,2014,35000,CNG,Manual,First,22.8,1373,80.9,7,545000
BMW,2019,8500,Diesel,Automatic,First,16.78,1995,190,5,5500000
Tata,2010,116700,Petrol,Manual,Fourth,15,1368,90,5,140000
,,,,,,,,,,
Maruti,2017,60000,Diesel,Manual,First,28.09,1248,88.5,5,650000
Ford,2010,110000,Diesel,Manual,Third,17.8,1399,68,5,250000
Tata,2013,120000,Diesel,Manual,First,19.09,1396,69,5,175000
Hyundai,2010,100000,Diesel,Manual,Fourth,21.9,1396,90,5,270000
Renault,2016,80000,Diesel,Manual,Second,19.64,1461,108.45,5,550000
Toyota,2010,200000,Diesel,Manual,Second,12.8,2494,102,7,425000
Mahindra,2015,40000,Diesel,Manual,Second,18.49,1493,100,7,590000
Maruti,2018,5000,Petrol,Automatic,First,21.4,1197,83.1,5,830000
Maruti,2012,110000,Diesel,Manual,Second,20.77,1248,88.76,7,550000
Volkswagen,2017,49060,Diesel,Manual,First,22,1498,108.495,5,650000
Hyundai,2015,20000,Petrol,Manual,First,17.01,1591,121.4,5,625000
Maruti,2018,22000,Petrol,Manual,First,21.4,1197,83.1,5,625000
Jaguar,2017,45000,Diesel,Automatic,First,19.33,1999,177,5,3200000
Maruti,2016,20000,Petrol,Manual,First,20.73,1373,91.1,5,700000
Hyundai,2015,50000,Diesel,Manual,Second,24.4,1120,71,5,500000
Maruti,2012,48000,Petrol,Manual,First,20.92,998,67.1,5,252000
Maruti,2016,80000,Petrol,Manual,Second,16.8,796,34.2,8,190000
Tata,2018,25000,Petrol,Manual,First,17,1198,108.5,5,625000
Jaguar,2017,9000,Diesel,Automatic,First,13.6,1999,177,5,2711000
Hyundai,2018,25000,Petrol,Manual,Second,18.6,1197,81.83,5,555000
Hyundai,2015,90000,Diesel,Manual,First,22.54,1396,88.73,5,500000
Lexus,2019,20000,Petrol,Automatic,First,22.37,2487,214.56,5,5150000
Tata,2011,75000,Diesel,Manual,Second,25,1396,69,5,165000
Lexus,2019,20000,Petrol,Automatic,First,22.37,2487,214.56,5,5150000
Jaguar,2017,45000,Diesel,Automatic,First,19.33,1999,177,5,3200000
Hyundai,2011,110000,Diesel,Manual,Second,16.2,1493,110,5,300000
Maruti,2017,70000,Petrol,Manual,First,20.85,1197,83.14,5,650000
Mahindra,2005,100000,Diesel,Manual,Second,13.6,2523,63,7,150000
Ford,2019,10000,Petrol,Manual,First,19,1194,94.68,5,681000
Jeep,2017,12000,Diesel,Manual,First,17.1,1956,170,5,1500000
Maruti,2016,100000,Diesel,Manual,First,25.2,1248,74,5,580000
Mahindra,2009,120000,Diesel,Manual,Third,14,2498,112,8,161000
Maruti,2019,10000,Petrol,Manual,First,15.37,1196,73,5,409999
Toyota,2015,125000,Diesel,Manual,First,23.59,1364,67.05,5,500000
